Type,Anomaly Count
Athletic Field Rental Request (Take & Transfer),0
School Charter Inquiry,0
Snow Removal Path/Trail Priority P2AT After,0
Multi Family Collection Inquiry,0
Snow Removal Street P1_vof,0
Transferred - Bylaw Enf to Speak w/ Bylaw Officer,0
Engage - Small Cell Technology Review IR,0
Active Transportation Inquiry,0
Transit General Public Opinion,0
Non Emergency Ambulance Request (Take&Transfer),0
Land Development - Existing Subdivision Inquiry,0
Snow Removal AT Path/Trail_vof,0
311 Counter French Inquiries,0
Libraries - Handing out Rapid Test Kits Inquiry,0
Monthly Parking Permit Escalated Inquiry,0
Centralized Services - Building Plans (TT),0
Recreation-Transfer to Arena (TT),0
Aquatics-Aquatics Staff Complaint,0
Trouble Logging into Assessment & Tax MyProperties,0
Parking Authority Collections (Take & Transfer),0
Sanding Request AT on Street Priority 3,0
Transferred inquiry re accepted items at 4R Depot,0
Sanding Request Street Priority 1,0
Park Rentals Inquiry,0
Tree Care Inquiry,0
Downspouts Inquiry,0
Transportation Management Centre Inquiry,0
Snow Removal Fire Hydrant P3_vof,0
Referred to Techincal/Engineering by Wastewater,0
Bylaw Enforcement Winnipeg.ca Search,0
Paved Back Lane Repair Request,0
Motor Vehicle Damage Claim,0
Business License Application Status Req (TT),0
Water Renewal Inquiry/Concern - Emergency,0
Curb Repair Hazardous After Hours P2,0
Pothole Repair Request in Winter P3,0
Recreation-Child/Youth Free Drop-In Programs,0
PLU - Plan Winnipeg(TT),0
BellMTS Fibre Build Project Inquiries(TT),0
Safe Work MB Referral,0
Libraries Winnipeg.ca Search Inquiry,0
Marrriage Application VOF,0
4R Depot Small Commercial Inq,0
Transit Plus Trip Booking/Info/Inq (Take&Transfer),0
Transfer for a Water TurnOn re Install Meter,0
Missing Vehicle Report Follow Up (TT),0
Ticket Screening Request Status Inquiry,0
"Tree Concerns Miscellaneous - Grates, Pits, Stakes",0
Zoning By-Law Complaint - Mobile Sign,0
Engineering Misc Concern,0
Assmt Residential Info&Property Sale Questionnaire,0
On Demand Service IR,0
Park Maint - Pruning Risk of Injury,0
Responsible Pet Ownership ByLaw Screening Request,0
Residential Permit Online Payment Concern/Inq,0
Snow Removal Fire Hydrants Pr 1,0
Animal left in Vehicle Concern/Report,0
Snow Removal Fire Hydrant_vof,0
Dog Adoption Escalated Inquiry,0
Sanding Request AT on Street Priority 2,0
Snow Removal Path/Trail Priority P1AT After,0
Athletic Field Review Inquiry,0
Property Info Systems- Information Mapping Request,0
Transferred to ByLaw Enf for Staff Concern,0
Peggo Card Commendations,0
Arson Prevention Initiative Program,0
Sump Pump Discharge Hazardous - Neighbours,0
Snow Removal Street_vof,0
Boulevard Mowing Accessibility Application,0
Animal Services Payment/Invoice Issues,0
Sidewalk Repair Request P3,0
Park Trail/Pathway Maintenance,0
Snow Removal Request Sidewalk P1,0
Water Quality Odour - Emergency After Hours,0
Sewer Excavation - Dangerous,0
DED Inspection/Removal Req_VOF,0
Preview Program Request Callback_vof,0
Transferred for a Park Rental Payment Reg. Hrs.,0
Peggo Card Admin History Report,0
Downspout Discharge - Neighbours,0
Water Renewal Inquiry/Concern - Non Emergency,0
Park Sign Maintenance/Request,0
Peggo Register New Card,0
Report Oxygen/Person w/Disability at Residence (TT,0
Car Seat Inspections Inquiry,0
Parking Lien/Collections (Take & Transfer),0
Transit Customer Information Systems Concern,0
Peggo Miscellaneous Inquiry or Report,0
Temp Street Sign Escalated Inquiry (Take&Transfer),0
Zoning Urban Bee Keeping Inquiry (TT),0
Peggo View Products on Card,0
Street Sign Install Remove_vof,0
RPB Ticketing Changes Inq,0
Giveaway Weekend,0
TR_Southwest AT Trail Sweeping Maint,0
Missed Large Appliance Collection Deficiency,0
Accounts Payable Inquiry (Take & Transfer),0
Graffiti Removal Request - Hate Message,0
Parking Authority Winnipeg.ca Search Inquiry,0
CFPP Norwood Grove,0
Snow Removal Street P2_vof,0
City Parking Lot Mtce/Lighting,0
Community Gardens Inq (TT),0
TR Peggo Order Not Fulfilled,0
TR Master Plan Public Engagment Inquiry,0
EPTC - Provincal Rebate Questions (TT),0
Transit On Demand Service Inquiry,0
Protest Information,0
Curb Repair Hazardous After Hours P3,0
Processed a Casual Ice Booking,0
Transferred call to Provincial Health,0
Media Inquiries (Take & Transfer),0
Solid Waste Winnipeg.ca Inquiry,0
Responsible Pet Ownership By-law Review,0
Purple Loosestrife Reports,0
TR Audio Video Surveillance Inquiry (TT),0
CSS Staffing & Diversity Request for Support,0
Collection Services for Small Businesses,0
Landfill Odour Concerns,0
Blvd Cut/Excavation Restoration (Take & Transfer),0
Transferred for Other District/Unit/Div Info,0
Street Sign Install Remove_VOF,0
Snow Removal Street Priority 3AT Reg,0
Snow Removal Street_VOF,0
Weed Mowing Request,0
Snow Removal High Piles P1_vof,0
On Demand Trip Related (TT),0
Off Leash Dog Park FAQ Inquiry,0
Graffiti Report_VOF,0
PPD Public Engagement Inquiry,0
Aquatics-CPR/FirstAid Group Reservations,0
COW Employee Surface Lot/Parkade Complaints,0
Peggo Card History Inquiry,0
Recreation-RelayCustomerInstructionsToSupervisor,0
Street Sign Install Remove P1,0
Rec Services-Fee Subsidy Status Request,0
City Clerks General Inquiry,0
Damage From Construction on Private Property,0
Zoning By-Law Complaint - Commercial Lighting,0
Transferred for Needles on Public ROW Aft. Hrs,0
Community Relations Bus (TT),0
Abandoned Barricades/Signs,0
General WPA Complaint,0
Transferred call to Business Licences - App Req,0
Animal Services Winnipeg.ca Search,0
Sanding Request Street Priority 3,0
Beaver Damage or Concern,0
Transferred to Outdoor Pool,0
Found License Tag,0
LGA referrals,0
Hazardous Waste Disposal - Landfill,0
Mobile App Traffic Signal Malfunction,0
Doggy Dates Inquiry_vof,0
Sewer Renewal Inquiry,0
Water Supply and Consumption Inquiry,0
Park Amenity Maintenance Request,0
Active Transportation Sunday Closure Enforce,0
Sanding Request Street Priority 2,0
Renew Dog License Payment,0
Snow Removal Sidewalk P2_vof,0
CmS Other-Face Masks Required,0
Staff/Process Complaint/Commendation – Assmt,0
Doing Business in Winnipeg By-Law Screening,0
Athletic Field Maint - Baseball Diamonds,0
Fire & Paramedic Incident Inquiry (Take&Transfer),0
Street Maintenance Quality of Service Concern,0
Peggo Load Card with Fare Products,0
Inspections - Occupancy No Permit Complaint,0
Peggo Password Reset Request,0
Zoning Winnipeg.ca Search,0
Over Dimension/Weight Truck Report (Take&Transfer),0
Calls to 311 for MB Hydro,0
Assessment & Tax Business Number Inq.,0
VFH By-Law Screening Inquiry,0
Requesting a Copy of the Assessment Notice,0
311 Counter Tax Certificate Payment,0
Transfered to Councillor Lukes Office,0
Locked Keybox Request Form,0
Assessment Sales Comparisons,0
Parked Vehicle Impedng Snow & Ice Control Ops_vof,0
Employment Verification (Take & Transfer),0
Snow Removal Request Sidewalk After Hours P2,0
Feeding Wildlife Concern/Report,0
S.A.F.E Smoke Alarm_VOF,0
Transfer to Meters requesting Different Size Meter,0
Boulevard Cut/Excavation Hazardous After Hours,0
Traffic Signal Malfunction Social Media,0
Snow Removal Street Priority 1AT Reg,0
Transfer to Water re Turn Off Water-Meter Removal,0
CmSOther-Program Withdrawal Passed Date-No Refund,0
Speak to a Bus Operator Request (Take & Transfer),0
Southwest Transitway General Inquiry,0
Police/Fire Requesting Animal Services Assistance,0
Peggo Client Account Miscellaneous Inquiry,0
Forestry Tree Fallen – Non-Hazardous_vof,0
Snow Removal Street Priority 2AT Reg,0
Snow Removal AT Path/Trail P1_vof,0
Peggo Update/Change Profile Request,0
Paved Road Repair Request P1,0
Graffiti Business Property_vof,0
Abandoned Street Maintenance Barricades/Signs,0
Needles on Public ROW After Hours (Take&Transfer),0
Transfer Call Directly to City Employee,0
Feeding Wildlife Concern_vof,0
Careers/HR Inquiry  (Take and Transfer),0
Peggo Refund or Cancellation Inquiry,0
Snow Removal Path/Trail Priority P3AT After,0
Unlicensed Cat Report,0
Tree Pest Caterpillar Concern,0
Vehicle for Hire ByLaw Infraction Payment,0
Fleet Management Inquiry (Take & Transfer),0
Water By-Law Payment,0
Brady Landfill & Wpg 4R Depot - Closure Dec. 2022,0
Mowing in Park Request,0
Recreation-Copies of Registration Receipts,0
Sidewalk Repair Request After Hours,0
Surrender Inquiry,0
Mobile Vendor Permit Inquiry,0
City Owned Property Maintenance Request,0
Councillor Chambers (TT),0
Transferred for Items Lost in Garbage or Recycling,0
Street Litter Container Request,0
CmS Other-NSF/CreditCards/Chargebacks (TT),0
Aquatics-Course Errors/Inaccuracies,0
CF Garnishment of Wages Inquiry (TT),0
Public Engagement Inquiry,0
Miscellaneous Capital Project Inquiry,0
Know Your Zone Inquiry,0
Legal Services Inquiry (Take & Transfer),0
TR Peggo Buy a Card,0
Integrity Commissioner (TT),0
Abandoned Shopping Cart Report,0
Solid Waste Staff Complaint / Commendation,0
Sanding Request AT Pathway Priority 2,0
Snow Removal Fire Hydrant P2_vof,0
Golf Lessons (TT),0
Insect Control Operational Concern,0
Preview Program Inquiries - Bookings,0
Inspections - Uncontained Debris and Refuse,0
Tree - Dutch Elm Disease - Firewood Inspection,0
CoW Employee Parking Infraction Report_vof,0
Police Auction Inquiry,0
Outdoor unsheltered Dog Concern/Report,0
Assessment & Tax I&E Inquiry,0
Snow Removal Request Sidewalk After Hours P1,0
Roadside Memorial Band Request,0
Forward Email to Cemeteries,0
Ditch Cleaning Request,0
2020 Program Reg - Process Day Camp Waitlist,0
Recreation-Facility Unexpectedly Closed (City),0
Councillor Lukes Inquiries (TT),0
Snow Removal AT Path/Trail P2_vof,0
Found Animal Services License Tag,0
Downspout Discharge Non-Hazardous,0
Frozen Catch Basin P1_vof,0
Gravel Road Maintenance_vof,0
Budget Consultation Inquiry,0
Dog Adoption FAQs Inquiry,0
Snow Removal Request Street P2,0
Sanding Request Sidewalk Priority 1,0
Dutch Elm Disease Inquiry,0
Staffing & Diversity Request for Support,0
Pools Spas Drainage Inquiry,0
Spring Back Lane Sweeping Request,0
Vacant Buildings By-Law Screening,0
Street Maintenance Missing Vehicle Inquiry,0
Boulevard Mowing Application Request,0
Transfer to Zoning asking for Permit Status,0
Park Locations Inquiry,0
Hauled Wastewater Program-Barcode Sticker Request,0
Rapid Transit Eastern Corridor Study (TT),0
Basement Flooding,0
Golf Rates Green Fees Inquiry,0
Recreation-Drop In Program Complaint/Inquiry,0
Transfer to a Recreation/Leisure Centre,0
Transferred to Parking Authority Collections,0
Park Maint - Tree Fallen Non Hazardous,0
Park Booking Inquiry General (Take & Transfer),0
Transfer to EngineeringNon-emerg Water Renewal Inq,0
Peggo Card General Concern,0
Dog Chain Too Long,0
Contractor/Social Services Parking Permit Esc Inq,0
Sidewalk Repair P1_vof,0
Hauled Wastewater/Overstrength Surcharge Inq (TT),0
Bandmobile Rental (Take & Transfer),0
Accomodation Tax,0
Sidewalk Repair Hazardous Regular Hours,0
Property Info Systems - Property Address Inquiry,0
Snow Removal AT Path/Trail P3_vof,0
Recreation-Registration Refund Inquiry,0
Transferred to Arena,0
Cannabis Inquiry,0
Septic System Inquiry,0
Peggo Order Status Inquiry,0
Animal Services Concerns & Commendations,0
Vehicle for Hire By-Law Reports,0
Assessment & Tax Payment Options Inq.,0
Snow Removal Path/Trail Priority P2AT Reg,0
Reserved Major Event Parking,0
Traffic Signal Malfunction_vof,0
Sewer & Drainage Winnipeg.ca Search,0
Snow Removal Path/Trail Priority P3AT Reg,0
Sanding Request Backlane,0
Transfer for a Zoning Query,0
Renew Cat License Payment,0
Snow Removal Fire Hydrants Pr 2,0
Arlington Bridge Closure Inquiry,0
Parked Vehicle Impeding Snow & Ice Control Ops_vof,0
How to Calculate Property Taxes Inquiry,0
Snow Removal High Piles P2_vof,0
Debris In Street Report P2,0
Transfer for a Backflow & Cross Connection Inspect,0
Parking Ticket Payment Escalated Inquiry,0
Sanding Request Street P2,0
Transferred for Fire Safety House Presentation,0
Aquatics-RelayCustomerInstructionsToSupervisor,0
Licensed Contractor Inquiry,0
Transferred call to Business Licences - Status Req,0
Aquatics-Facility Weightroom Complaint,0
Curb Repair Request P3,0
Question about Charges Added to Tax Bill,0
TR Peggo Find/Manage Cards,0
Mail out Ticket Payment Receipt,0
Mail out Authorization Form,0
Insect Spraying Notification Request,0
On Demand Trip Request (Take & Transfer),0
Coll Svcs for Charities and Places of Worship IR,0
Ditch Culvert Maintenance Request (Take&Transfer),0
Aggressive Cat,0
CmS Other-Leisure Guide Advertise/Distribute (TT),0
SAFE West Kildonan/Lord Selkirk Req,0
Last Years Fogging History (TT),0
AT Enhanced/Sunday Bike Lane Feedback/Comments,0
Golf General Info Inquiry,0
"Assist WHS, CBES or Health Dept",0
Transfer to WPS for Highway Traffic Info,0
Assessment &  Tax Fees Schedule Inq.,0
Towing Company/Driver Complaint,0
Requesting a Copy or Figures from the Business Tax,0
SAFE East Kildonan/Transcona Req,0
Fence Too Short,0
Removed Roadside Memorial Inquiry (TT),0
Transfer for a Turn On Water - New Service,0
Transferred to Sponsorship Winnipeg,0
